title,rating,num_reviews,num_published_lectures,last_update_date,duration_hours,num_subscribers,headline,technologies,days_since_last_update
The Complete Python Bootcamp From Zero to Hero in Python,4.5927815,452973,155,2021-03-14,22.0,1976866,Learn Python like a Professional  Start from the basics and go all the way to creating your own applications and games,Python,1510
The Complete 2023 Web Development Bootcamp,4.667258,263152,490,2023-01-20,655.0,1362586,"Become a Full-Stack Web Developer with just ONE course. HTML, CSS, Javascript, Node, React, PostgreSQL, Web3 and DApps",Web Development,833
Angular - The Complete Guide (2023 Edition),4.5926924,180257,472,2023-02-06,345.0,788455,"Master Angular (formerly ""Angular 2"") and build awesome, reactive web apps with the successor of Angular.js",Angular,816
100 Days of Code: The Complete Python Pro Bootcamp for 2023,4.6952515,177568,676,2022-11-30,64.0,1417942,"Master Python by building 100 projects in 100 days. Learn data science, automation, build websites, games and apps!",Python,884
Java Programming Masterclass updated to Java 17,4.5502763,177184,544,2023-02-15,1035.0,884140,Acquire Key Java Skills: From Basics to Advanced Programming and Certification - Start Your Dev Career,Java,807
"React - The Complete Guide (incl Hooks, React Router, Redux)",4.609824,176452,512,2023-02-09,485.0,909848,"Dive in and learn React.js from scratch! Learn React, Hooks, Redux, React Router, Next.js, Best Practices and way more!",React,813
The Complete JavaScript Course 2023: From Zero to Expert!,4.728533,167670,320,2022-11-07,69.0,948984,"The modern JavaScript course for everyone! Master JavaScript with projects, challenges and theory. Many courses in one!",JavaScript,907
Machine Learning A-Z™: Python & R in Data Science [2023],4.528399,166138,382,2023-02-04,425.0,1093550,Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included.,"Python, Machine Learning, Data Science",818
Python for Data Science and Machine Learning Bootcamp,4.622137,126984,165,2020-05-03,25.0,737929,"Learn how to use NumPy, Pandas, Seaborn , Matplotlib , Plotly , Scikit-Learn , Machine Learning, Tensorflow , and more!","Python, Machine Learning, Data Science",1825
The Data Science Course 2023: Complete Data Science Bootcamp,4.5870066,119504,517,2022-12-20,32.0,719783,"Complete Data Science Training: Math, Statistics, Python, Advanced Statistics in Python, Machine and Deep Learning",Data Science,864
Automate the Boring Stuff with Python Programming,4.6550035,105532,51,2023-02-01,95.0,1134900,"A practical programming course for office workers, academics, and administrators who want to improve their productivity.",Python,821
Complete C# Unity Game Developer 2D,4.6858044,97785,140,2022-12-28,185.0,474787,"Learn Unity in C# & Code Your First Five 2D Video Games for Web, Mac & PC. The Tutorials Cover Tilemap",C#,856
Learn Python Programming Masterclass,4.5793633,96940,542,2023-01-30,73.0,429931,This Python For Beginners Course Teaches You The Python Language  Fast.  Includes Python Online Training With Python 3,Python,823
Selenium WebDriver with Java -Basics to Advanced+Frameworks,4.5966754,95325,329,2023-01-01,54.0,400572,"""TOP RATED  #1 Master SELENIUM java 4 (Latest) course"" -5 Million students learning worldWide with great collaboration",Java,852
Build Responsive Real-World Websites with HTML and CSS,4.767181,90437,151,2022-11-07,375.0,433995,"Learn modern HTML5, CSS3 and web design by building a stunning website for your portfolio! Includes flexbox and CSS Grid","HTML, CSS",907
iOS & Swift - The Complete iOS App Development Bootcamp,4.75045,83103,542,2021-11-15,605.0,392351,From Beginner to iOS App Developer with Just One Course! Fully Updated with a Comprehensive Module Dedicated to SwiftUI!,Swift,1264
Modern React with Redux [2023 Update],4.690943,80153,409,2023-02-03,375.0,322302,"Master React and Redux. Apply modern design patterns to build apps with React Router, TailwindCSS, Context, and Hooks!",React,819
The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,4.6440387,78175,652,2022-12-22,375.0,466263,"JUST COMPLETELY REDONE!  Master SQL, Work With Complex Databases, Build Reports, and More!","Go, SQL, MySQL",862
The Complete Node.js Developer Course (3rd Edition),4.5921683,68865,177,2021-03-22,35.0,305349,"Learn Node.js by building real-world applications with Node JS, Express, MongoDB, Jest, and more!",Node.js,1502
Spring & Hibernate for Beginners (includes Spring Boot),4.6082215,68728,569,2023-02-14,425.0,405174,"Spring Boot 3: Learn Spring 6, Spring Core, Spring REST, Spring MVC, Spring Security, Thymeleaf, JPA, Hibernate, MySQL",Spring Boot,808
Unreal Engine 5 C++ Developer: Learn C++ & Make Video Games,4.711572,63232,210,2023-01-26,295.0,378146,Created in collaboration with Epic Games. Learn C++ from basics while making your first 5 video games in Unreal,C++,827
The Python Mega Course: Learn Python in 50 Days with 20 Apps,4.683692,60871,402,2023-02-08,445.0,331210,Learn Python from zero to complete by building real programs to gain the skills needed to land an entry-level job.,Python,814
C# Basics for Beginners: Learn C# Fundamentals by Coding,4.482919,60248,87,2020-12-10,55.0,249279,"Master C# fundamentals in 6 hours - The most popular course with 50,000+ students, packed with tips and exercises!",C#,1604
Docker Mastery: with Kubernetes +Swarm from a Docker Captain,4.663327,57907,208,2023-02-15,215.0,324565,"Build, test, deploy containers with the best mega-course on Docker, Kubernetes, Compose, GitHub Actions CI using DevOps","Docker, Kubernetes",807
Beginning C++ Programming - From Beginner to Beyond,4.5539045,56755,305,2023-02-01,46.0,319970,Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills. C++14 and C++17 covered.  C++20 info see below.,C++,821
Docker and Kubernetes: The Complete Guide,4.6797447,52910,320,2023-02-15,22.0,313225,"Build, test, and deploy Docker applications with Kubernetes while learning production-style development workflows","Docker, Kubernetes",807
R Programming A-Z™: R For Data Science With Real Exercises!,4.6208124,49407,78,2023-01-09,105.0,274110,"Learn Programming In R And R Studio. Data Analytics, Data Science, Statistical Analysis, Packages, Functions, GGPlot2",Data Science,844
Python and Django Full Stack Web Developer Bootcamp,4.440449,46528,198,2019-09-04,32.0,214858,"Learn to build websites with HTML , CSS , Bootstrap , Javascript , jQuery , Python 3 , and Django!","Python, Django",2067
JavaScript: Understanding the Weird Parts,4.7288976,46369,89,2022-11-14,12.0,193687,"An advanced JavaScript course for everyone! Scope, closures, prototypes, 'this', build your own framework, and more.",JavaScript,900
Complete Python Developer in 2023: Zero to Mastery,4.6473503,45689,340,2023-02-07,31.0,223680,"How to become a Python 3 Developer and get hired! Build 12+ projects, learn Web Development, Machine Learning + more!",Python,815
The Python Bible™ | Everything You Need to Program in Python,4.6156635,44891,74,2021-04-13,9.0,178286,Build 11 Projects and go from Beginner to Pro in Python with the World's Most Fun Project-Based Python Course!,Python,1480
Master Microservices with Spring Boot and Spring Cloud,4.568263,42630,261,2023-01-08,22.0,267839,"Java Spring Boot Microservices 5-in-1 - Spring Boot, Spring Cloud, Docker, Kubernetes and REST API (REST Web Services)",Spring Boot,845
The Complete React Native + Hooks Course,4.5868936,42551,436,2023-02-14,385.0,192350,"Understand React Native with Hooks, Context, and React Navigation.",React,808
SQL for Beginners: Learn SQL using MySQL and Database Design,4.496816,41801,122,2022-10-26,8.0,177176,Understand SQL using the MySQL database. Learn Database Design and Data Analysis with Normalization and Relationships,"SQL, MySQL",919
Understanding TypeScript,4.6849155,39870,198,2022-11-18,15.0,253753,"Boost your JavaScript projects with TypeScript: Learn all about core types, generics, TypeScript + React or Node & more!",TypeScript,896
"Advanced CSS and Sass: Flexbox, Grid, Animations and More!",4.733259,39682,126,2022-11-07,28.0,214454,"The most advanced and modern CSS course on the internet: master flexbox, CSS Grid, responsive design, and so much more.",CSS,907
"NodeJS - The Complete Guide (MVC, REST APIs, GraphQL, Deno)",4.6294208,39219,543,2022-11-03,405.0,268884,"Master Node JS & Deno.js, build REST APIs with Node.js, GraphQL APIs, add Authentication, use MongoDB, SQL & much more!","GraphQL, REST APIs",911
Complete C# Unity Game Developer 3D,4.717274,37893,205,2023-02-10,305.0,227944,"Updated to Unity 6! Design and Develop Video Games. Learn C#. Code Your first 3D Unity games for web, Mac and PC.",C#,812
Statistics for Data Science and Business Analysis,4.569617,36106,92,2022-12-20,5.0,210568,"Statistics you need in the office: Descriptive &amp; Inferential statistics, Hypothesis testing, Regression analysis",Data Science,864
Mastering Data Structures & Algorithms using C and C++,4.5858536,35971,390,2022-10-18,585.0,208424,"Learn, Analyse and Implement Data Structure using C and C++. Learn Recursion and Sorting.",C++,927
Python for Beginners: Learn Python Programming (Python 3),4.500685,34601,78,2023-02-01,3.0,153421,"Learn Python Programming the Easy Way, Complete with Examples, Quizzes, Exercises and more. Learn Python 2 and Python 3.",Python,821
HTML and CSS for Beginners - Build a Website & Launch ONLINE,4.4906397,34348,49,2022-01-20,6.0,369648,HTML and CSS for Beginners  course will give your all the knowledge you need to master HTML and CSS easily and quickly.,"HTML, CSS",1198
Data Science A-Z™: Real-Life Data Science Exercises Included,4.4931216,32845,216,2023-01-09,21.0,219809,"Learn Data Science step by step through real Analytics examples. Data Mining, Modeling, Tableau Visualization and more!",Data Science,844
Java Programming for Complete Beginners,4.5522065,32334,398,2023-01-22,335.0,278410,Java Programming for Beginners to Java Object Oriented Programming. Core Java + REST API with Spring Boot. Java 8 to 16.,Java,831
"C# Intermediate: Classes, Interfaces and OOP",4.506116,31692,45,2019-10-16,6.0,164183,"An in-depth, step-by-step guide to classes, interfaces and object-oriented programming (OOP) with C#",C#,2025
Go: The Complete Developer's Guide (Golang),4.563549,31635,83,2023-02-01,9.0,177158,Master the fundamentals and advanced features of the Go Programming Language (Golang),Go,821
React Native - The Practical Guide [2023],4.7149906,31464,289,2022-11-18,285.0,230989,"Use React Native and your React knowledge to build native iOS and Android Apps - incl. Push Notifications, Hooks, Redux",React,896
Modern JavaScript From The Beginning,4.6625905,30784,122,2019-12-09,215.0,119957,A 36-hour master course to take you from beginner to advanced JavaScript,JavaScript,1971
Rest API Testing (Automation) from Scratch-Rest Assured Java,4.546231,28850,167,2023-01-05,275.0,178712,Top Ranked #1 Rest API Test Automation &amp; postman tutorial with Java from Basics to Framework with Real time examples,Java,848
"Machine Learning, Data Science and Deep Learning with Python",4.5806003,28511,116,2022-09-18,155.0,216649,"Complete hands-on machine learning and GenAI tutorial with data science, Tensorflow, GPT, OpenAI, and neural networks","Python, Machine Learning, Data Science",957
"DevOps , CI/CD(Continuous Integration/Delivery for Beginners",4.4945054,28019,13,2022-11-03,1.0,119199,"Learn about CI/CD, DevOps, the concepts of Continuous Integration, Continuous Delivery / Deployment, DevOps pipeline",CI/CD,911
The Modern Python 3 Bootcamp,4.730335,27793,377,2022-12-22,305.0,119204,A Unique Interactive Python Experience With Nearly 200 Exercises and Quizzes,Python,862
JavaScript Basics for Beginners,4.521807,27010,105,2018-06-21,65.0,155382,JavaScript - Master the Fundamentals in 6 Hours,JavaScript,2507
"Git Complete: The definitive, step-by-step guide to Git",4.419294,26763,85,2022-08-28,65.0,146566,Go from zero to hero with Git source control step-by-step with easy to understand examples. Become the next Git expert!,Git,978
The Complete Angular Course: Beginner to Advanced,4.3804026,26441,376,2018-04-25,295.0,116979,"The most comprehensive Angular 4 (Angular 2+) course. Build a real e-commerce app with Angular, Firebase and Bootstrap 4",Angular,2564
Python A-Z™: Python For Data Science With Real Exercises!,4.600957,25602,71,2023-01-09,11.0,166627,"Programming In Python For Data Analytics And Data Science. Learn Statistical Analysis, Data Mining And Visualization","Python, Data Science",844
"Complete React Developer in 2023 (w/ Redux, Hooks, GraphQL)",4.6014514,25393,334,2023-02-13,40.0,136946,"Updated! Become a Senior React Developer. Build a massive E-commerce app with Redux, Hooks, GraphQL, Stripe, Firebase","React, GraphQL",809
Python for Absolute Beginners,4.455916,25230,112,2023-01-22,45.0,264981,Learn Python programming from scratch with hands-on exercises in this Python course!,Python,831
JavaScript - The Complete Guide 2023 (Beginner + Advanced),4.6158643,25028,617,2023-01-26,525.0,161441,Modern JavaScript from the beginning - all the way up to JS expert level! THE must-have JavaScript resource in 2024.,JavaScript,827
Modern HTML & CSS From The Beginning (Including Sass),4.693512,24765,129,2022-03-23,21.0,88545,"Build modern responsive websites with HTML and CSS - Learning modules, mini-projects and 3 full websites","HTML, CSS",1136
Complete C# Masterclass,4.524809,24047,288,2023-02-14,37.0,147567,"Master C# Programming from A to Z. Dive deep into .NET, OOP, Clean Code, LINQ, WPF, Generics, Unit Testing, and more.",C#,808
Kubernetes Certified Application Developer (CKAD) with Tests,4.711216,23528,183,2023-02-08,15.0,213668,Learn concepts and practice for the Kubernetes Certification with hands-on labs right in your browser - DevOps - CKAD,Kubernetes,814
The Complete Python Programming Course: Beginner to Advanced,4.0126486,23382,147,2022-11-04,18.0,577417,"Learn Python with projects covering game & web development, web scraping, MongoDB, Django, PyQt, and data visualization!",Python,910
PHP for Beginners - Become a PHP Master - CMS Project,4.3542204,23334,336,2022-10-11,37.0,126675,PHP for Beginners: learn everything you need to become a professional PHP developer with practical exercises &amp; projects.,PHP,934
Angular & NodeJS - The MEAN Stack Guide [2023 Edition],4.603657,23225,152,2022-11-18,125.0,128883,Learn how to connect your Angular Frontend to a NodeJS &amp; Express &amp; MongoDB Backend by building a real Application,Angular,896
The Complete Java Certification Course,4.4800606,23190,64,2022-11-23,175.0,105522,Become a confident industry ready core Java developer and get certified as a Java professional!,Java,891
JavaScript Algorithms and Data Structures Masterclass,4.720601,23175,249,2022-12-22,22.0,157143,The Missing Computer Science and Coding Interview Bootcamp,JavaScript,862
The Complete React Developer Course (w/ Hooks and Redux),4.467608,22523,200,2020-10-26,39.0,87115,"Learn how to build and launch React web applications using React, Redux, Webpack, React-Router, and more!",React,1649
Microsoft SQL for Beginners,4.586989,22271,39,2020-12-13,4.0,113210,A comprehensive course to teach you how to complete SQL queries using Microsoft SQL Server and the T-SQL language.,SQL,1601
Python for beginners,4.497442,21785,300,2023-02-12,14.0,259500,Master the fundamentals of Python while working on various usecases in easy steps,Python,810
Java In-Depth: Become a Complete Java Engineer!,4.4579406,20974,377,2022-11-11,68.0,131329,"Comprehensive Java programming course integrated with best practices, design rules, and instructor-led Java EE project",Java,903
Spark and Python for Big Data with PySpark,4.5412364,20838,67,2020-05-31,105.0,138628,"Learn how to use Spark with Python, including Spark Streaming, Machine Learning, Spark 2.0 DataFrames and more!",Python,1797
Learn How To Code: Google's Go (golang) Programming Language,4.577774,20739,368,2022-06-03,455.0,152584,The Ultimate Comprehensive Course - Perfect for Both Beginners and Experienced Developers,Go,1064
Become a WordPress Developer: Unlocking Power With Code,4.7330165,20646,207,2022-12-22,42.0,116522,"Learn PHP, JavaScript, WordPress theming &amp; the WP REST API to Create Custom &amp; Interactive WordPress Websites",WordPress,862
MongoDB - The Complete Developer's Guide 2023,4.678273,20444,266,2022-11-18,175.0,181972,"Master MongoDB Development for Web &amp; Mobile Apps. CRUD Operations, Indexes, Aggregation Framework - All about MongoDB!",MongoDB,896
Learn C++ Programming -Beginner to Advance- Deep Dive in C++,4.5908847,20309,279,2022-10-09,305.0,91812,"Classroom and Hands-on sessions- Features of C++ 11 , Exception Handling and STL -  for Both Academics and Industry",C++,936
Build an app with ASPNET Core and Angular from scratch,4.631411,20276,275,2023-01-12,355.0,109753,A practical example of how to build an application with ASP.NET Core API and Angular from start to finish,Angular,841
C# Advanced Topics: Prepare for Technical Interviews,4.4794064,20157,21,2019-10-16,3.0,128969,"Master the confusing C# constructs: Events, Delegates, Lambda Expressions, LINQ, Async/Await and more!",C#,2025
REST APIs with Flask and Python in 2023,4.6221533,19507,123,2023-02-13,12.0,133645,"Build professional REST APIs with Python, Flask, Docker, Flask-Smorest, and Flask-SQLAlchemy","Python, Flask, REST APIs",809
The Complete Python Course | Learn Python by Doing in 2023,4.5835357,19180,346,2023-02-07,355.0,92648,Go from Beginner to Expert in Python by building projects. The best investment for your Python journey!,Python,815
Data Analysis with Pandas and Python,4.668358,18831,207,2023-01-01,22.0,204670,Analyze data quickly and easily with Python's powerful pandas library! All datasets included --- beginners welcome!,Python,852
Learning Python for Data Analysis and Visualization Ver 1,4.323516,18789,110,2019-09-04,21.0,203231,"Learn python and how to use it to analyze,visualize and present data. Includes tons of sample code and hours of video!",Python,2067
Git Going Fast: One Hour Git Crash Course,4.4038973,17982,33,2022-08-28,15.0,131023,"Learn the key concepts and basic workflow for Git and GitHub with this easy to follow, top rated, bootcamp-style course!",Git,978
Angular Crash Course for Busy Developers,4.5884104,17936,137,2018-04-25,105.0,79359,Have limited time to learn Angular 4 (Angular 2+)? Take this course and learn Angular in 10 hours!,Angular,2564
Learn Python & Ethical Hacking From Scratch,4.645034,17192,183,2023-01-13,25.0,125593,Write 20+ hacking programs to learn hacking and programming at the same time | No prior knowledge required,Python,840
Python for Financial Analysis and Algorithmic Trading,4.3687706,16995,120,2020-12-02,165.0,119875,"Learn numpy , pandas , matplotlib , quantopian , finance , and more for algorithmic trading with Python!",Python,1612
Docker & Kubernetes: The Practical Guide [2023 Edition],4.736784,16699,261,2022-11-18,235.0,201867,"Learn Docker, Docker Compose, Multi-Container Projects, Deployment and all about Kubernetes from the ground up!","Docker, Kubernetes",896
Complete Guide to TensorFlow for Deep Learning with Python,4.209859,16609,96,2020-04-16,14.0,97501,Learn how to use Google's Deep Learning Framework - TensorFlow with Python! Solve problems with cutting edge techniques!,Python,1842
Selenium 4 WebDriver with Java(Basics + Advance + Architect),4.5113096,16564,463,2022-11-27,143.0,157069,"SELENIUM 4.0 - #1 2024 TOP RATED, BEST SELLER Course, Trusted by 5M+ students with Many Live Projects &amp; Frameworks",Java,887
"Node.js, Express, MongoDB & More: The Complete Bootcamp 2023",4.658871,16502,229,2022-11-07,42.0,154666,"Master Node by building a real-world RESTful API and web app (with authentication, Node.js security, payments &amp; more)","Node.js, MongoDB",907
"Ionic - Build iOS, Android & Web Apps with Ionic & Angular",4.585159,15799,290,2022-11-18,205.0,74490,"Build Native iOS & Android as well as Progressive Web Apps with Angular, Capacitor and the Ionic Framework (Ionic 4+).",Angular,896
Data Science and Machine Learning Bootcamp with R,4.621786,15758,128,2020-12-21,18.0,96500,Learn how to use the R programming language for data science and machine learning and data visualization!,"Machine Learning, Data Science",1593
The Complete Oracle SQL Bootcamp (2023),4.6032963,15707,390,2023-02-03,375.0,98904,Become an In-demand SQL Professional! Pass Oracle SQL 1Z0-071 (OCA) Certification Exam Confidently!,SQL,819
Javascript for Beginners Learn by Doing Practical Exercises,4.3367805,15432,31,2022-01-20,4.0,45464,JavaScript for Beginners : Work closely with me doing exercises & learn more. I make Javascript easy for you guaranteed.,JavaScript,1198
"MERN Stack Front To Back: Full Stack React, Redux & Node.js",4.4284606,15075,73,2019-11-25,12.0,63001,"Build and deploy a social network with Node.js, Express, React, Redux & MongoDB. Fully updated April 2019","React, Node.js",1985
The Complete Ruby on Rails Developer Course,4.540874,14944,432,2021-02-12,48.0,103620,Learn to make innovative web apps with Ruby on Rails and unleash your creativity,"Ruby, Ruby on Rails",1540
The Git & Github Bootcamp,4.776875,14820,188,2022-12-22,17.0,162366,"Master the essentials and the tricky bits: rebasing, squashing, stashing, reflogs, blobs, trees, & more!","Git, GitHub",862
Learn DevOps: CI/CD with Jenkins using Pipelines and Docker,4.508344,14798,52,2022-07-13,45.0,84689,"Use Jenkins the DevOps way. Automate your Jenkins jobs by using Jenkins Pipelines, Docker, and the Jenkins Job DSL","Docker, CI/CD",1024
Java Programming: Complete Beginner to Advanced,4.654761,14638,48,2023-01-17,7.0,539194,Learn Core Java Skills including the lastest version of Java,Java,836
The Complete WordPress Website Business Course,4.4034615,14614,116,2022-12-12,22.0,78355,"Master WordPress with this Complete WordPress Course, without learning how to code and without any programming!",WordPress,872
Complete Machine Learning & Data Science Bootcamp 2023,4.6351657,14538,379,2023-02-01,44.0,132362,"Learn Data Science, Data Analysis, Machine Learning (Artificial Intelligence) and Python with Tensorflow, Pandas &amp; more!","Machine Learning, Data Science",821
Bash Scripting and Shell Programming (Linux Command Line),4.4979715,14434,34,2023-02-01,25.0,106063,"Learn bash programming for Linux, Unix, & Mac. Learn how to write bash scripts like a pro & solve real-world problems!","Bash, Linux",821
Node with React: Fullstack Web Development,4.4075274,14370,219,2023-02-01,26.0,88861,"Build and deploy fullstack web apps with NodeJS, React, Redux, Express, and MongoDB.","React, Web Development",821
Taming Big Data with Apache Spark and Python - Hands On!,4.4785776,14350,66,2023-01-18,7.0,103369,PySpark tutorial with 20+  hands-on examples of analyzing large data sets on your desktop or on Hadoop with Python!,Python,835
Docker Crash Course for busy DevOps and Developers,4.4677744,14300,49,2018-05-03,3.0,70197,Learn how to develop and deploy web applications with Docker technologies. Take your DevOps skills to the next level.,Docker,2556
Microservices with Node JS and React,4.7695255,14252,663,2023-02-01,545.0,129531,"Build, deploy, and scale an E-Commerce app using Microservices built with Node, React, Docker and Kubernetes",React,821
Data Structures and Algorithms:  Deep Dive Using Java,4.465319,13956,116,2022-10-26,16.0,113940,"Learn about Arrays,  Linked Lists, Trees,  Hashtables, Stacks,  Queues,  Heaps, Sort algorithms and Search algorithms",Java,919
iOS 10 & Swift 3: From Beginner to Paid Professional™,4.1926703,13673,251,2016-10-06,71.0,90238,The most comprehensive course on iOS development - become a master of app development,Swift,3130
The Complete Front-End Web Development Course,4.3538527,13473,126,2022-11-04,17.0,427912,"Get started as a front-end web developer using HTML, CSS, JavaScript, jQuery, and Bootstrap!",Web Development,910
Learn DevOps: Infrastructure Automation With Terraform,4.4788785,13306,120,2022-01-13,115.0,99278,"Learn how to automate your infrastructure with terraform. Covers Terraform with AWS, Packer, Docker, ECS, EKS, Jenkins",Terraform,1205
Selenium Webdriver with PYTHON from Scratch + Frameworks,4.541363,13089,121,2023-01-01,17.0,99847,Version 4 LATEST -Learn Python Programming &amp; Selenium Python Automation from Basics to Advanced level + 5 LIVE Project,Python,852
NLP - Natural Language Processing with Python,4.565402,12977,80,2019-09-04,115.0,95436,"Learn to use Machine Learning, Spacy, NLTK, SciKit-Learn, Deep Learning, and more to conduct Natural Language Processing",Python,2067
ES6 Javascript: The Complete Developer's Guide,4.617705,12892,70,2023-02-01,65.0,61142,ES6 Javascript Development from scratch.  Get practice with live examples and learn exactly where to apply ES6 features.,JavaScript,821
Build Websites from Scratch with HTML & CSS,4.5868936,12861,81,2022-04-27,85.0,96914,Learn Web Development Essentials and Become a Web Developer From Scratch in this Complete HTML & CSS Beginner's Course,"HTML, CSS",1101
Master Java Web Services and REST API with Spring Boot,4.516815,12813,134,2023-01-24,12.0,88594,Build Java Web Services & REST API - RESTful & SOAP - with Spring & Spring Boot. Learn REST API & SOAP Web Services Now!,"Java, Spring Boot",829
The Modern JavaScript Bootcamp,4.7127204,12707,155,2020-11-29,295.0,51344,"Learn JavaScript by building real-world apps. Includes 3 real-world projects, 80 programming challenges, and ES6/ES7!",JavaScript,1615
AWS Serverless APIs & Apps - A Complete Introduction,4.6428404,12649,142,2022-11-18,8.0,91801,"Get into serverless computing with API Gateway, AWS Lambda and other Amazon Web Services! Zero server config APIs & SPAs",AWS,896
Introduction to Machine Learning for Data Science,4.481771,12648,62,2020-07-29,55.0,68843,"A primer on Machine Learning for Data Science.  Revealed for everyday people, by the Backyard Data Scientist.","Machine Learning, Data Science",1738
"GitLab CI: Pipelines, CI/CD and DevOps for Beginners",4.5134273,12573,81,2023-02-02,55.0,110010,Learn GitLab CI/CD from a GitLab Hero. Obtain valuable DevOps skills. Build pipelines and Deploy to AWS.,"GitLab, CI/CD",820
Core Java Made Easy (Covers the latest Java 17),4.504961,12360,542,2023-02-12,28.0,92012,Master java in quick and simple steps,Java,810
PHP with Laravel for beginners - Become a Master in Laravel,4.3932447,12086,409,2021-03-17,43.0,57534,Learn to master Laravel to make advanced applications like the real CMS app we build on this course,"PHP, Laravel",1507
"DevOps: CI/CD with Jenkins pipelines, Maven, Gradle",4.345092,11926,30,2019-02-08,35.0,53552,"Build continuous integration, continuous delivery and DevOps pipelines with Java, Gradle, Maven, Artifactory & Sqitch.",CI/CD,2275
Learn to Code in Python 3: Programming beginner to advanced,4.516306,11831,45,2020-05-03,55.0,311311,"Python3 programming made easy with exercises, challenges and lots of real life examples. Learn to code today!",Python,1825
Learn Spring Boot 3 in 100 Steps - No 1 Java Framework,4.544603,11830,158,2023-02-12,155.0,106008,"Java Spring Boot Framework in 100 steps - Build a REST API and a Web application with Java, JPA, SpringBoot and Maven","Java, Spring Boot",810
"Beginner Full Stack Web Development: HTML, CSS, React & Node",4.4139786,11765,168,2020-10-31,315.0,123193,"Learn web development with HTML, CSS, Bootstrap 4, ES6 React and Node","HTML, CSS, React, Web Development",1644
Node.js: The Complete Guide to Build RESTful APIs (2018),4.749191,11511,224,2018-04-25,15.0,52238,"Learn to build fast, scalable and secure RESTful services with Node, Express and MongoDB, from setup to production",Node.js,2564
Programming with Python : HandsOn Introduction for Beginners,4.3995924,11506,35,2021-11-15,35.0,154871,Eliminate roadblocks to learn programming: Start writing your own programs in Python 3 from scratch,Python,1264
Data Science: Natural Language Processing (NLP) in Python,4.5797167,11399,88,2023-02-04,12.0,49376,"Applications: decrypting ciphers, spam detection, sentiment analysis, article spinners, and latent semantic analysis.","Python, Data Science",818
AWS CloudFormation Master Class v2 [2022],4.657274,11163,113,2022-05-18,7.0,66473,Write Complete AWS CloudFormation Templates using YAML. Learn all the Recent Cloud Formation Features,AWS,1080
The Modern Javascript Bootcamp Course (2022),4.719759,11130,483,2023-02-01,52.0,70152,The most up-to-date JS resource online! Master Javascript by building a beautiful portfolio of projects!,JavaScript,821
"The Complete PL/SQL Bootcamp : ""Beginner to Advanced PL/SQL""",4.4567103,11129,206,2023-01-31,265.0,90571,A Comprehensive Guide to Make You a Job-Ready PL/SQL Developer.Also Covers Oracle 1Z0-144 and 1Z0-149 PL SQL Exam Topics,SQL,822
Python for Machine Learning & Data Science Masterclass,4.6310763,11096,231,2021-09-11,44.0,114738,"Learn about Data Science and Machine Learning with Python! Including Numpy, Pandas, Matplotlib, Scikit-Learn and more!","Python, Machine Learning, Data Science",1329
"Python for Data Structures, Algorithms, and Interviews!",4.4599075,11085,228,2022-07-01,17.0,84866,Get a kick start on your career and ace your coding interviews!,Python,1036
Typescript: The Complete Developer's Guide,4.7061863,11030,286,2023-02-01,245.0,81353,Master Typescript by learning popular design patterns and building complex projects.  Includes React and Express!,TypeScript,821
Advanced React and Redux,4.2462263,10836,240,2023-02-14,21.0,89273,"Walkthroughs on advanced React v16.6.3 and Redux v4.0.0 - Authentication, Testing, Middlewares, HOC's, and Deployment",React,808
The Complete iOS 10 & Swift 3 Developer Course,4.498124,10828,223,2021-08-11,30.0,62842,"Learn iOS App Development by building 21 iOS apps using Swift 3 & Xcode 8. Includes free web hosting, assets & ebook.",Swift,1360
Selenium WebDriver with Java for beginners,4.575788,10669,46,2023-01-29,65.0,55841,2024 Edition | Master Selenium WebDriver with Java for Beginners | Complete Guide to Automation Testing,Java,824
RPG Core Combat Creator: Learn Intermediate Unity C# Coding,4.711828,10428,190,2023-02-10,275.0,106367,Build Combat for Role Playing Game (RPG) in Unity. Tutorials Cover Code Architecture &amp; Video Game Design.,C#,812
Statistics for Business Analytics and Data Science A-Z™,4.4981503,10409,41,2023-01-09,6.0,67061,"Learn The Core Stats For A Data Science Career. Master Statistical Significance, Confidence Intervals And Much More!",Data Science,844
Android Java Masterclass - Become an App Developer,4.3898354,10354,323,2021-08-30,605.0,71631,Improve your career options by learning Android app Development. Master Android Studio and build your first app today,Java,1341
C++: From Beginner to Expert,4.334098,10313,97,2023-02-01,175.0,53137,Designed for people who don't have any knowledge about the programming and want to program in C++,C++,821
Design Patterns in C# and .NET,4.5156264,10317,173,2022-03-31,205.0,88981,Discover the modern implementation of design patterns with C# and .NET,"C#, .NET",1128
GitHub Ultimate: Master Git and GitHub - Beginner to Expert,4.42094,10313,152,2022-08-28,65.0,68613,"Go from complete novice to expert in Git and GitHub using step-by-step, no-assumptions learning","Git, GitHub",978
Practice Java by Building Projects,4.43507,10126,39,2017-10-05,35.0,125234,Ultimate Java interview prep course! 100% focused on applying object-oriented design in real-world applications,Java,2766
