title,rating,num_reviews,num_published_lectures,last_update_date,duration_hours,num_subscribers,headline,technologies,days_since_last_update
Gino's Java 8 and 11 Certification + Interview  Guide,4.456986,48,218,2022-11-06,225.0,357,"A perfect blend of Java Certification (Exam 1Z0-808 , 1Z0-809 , 1Z0-819) and Core Java Interview prep",Java,908
Firebase: Upgrading and Creating Application on new Firebase,3.8582218,48,24,2016-05-31,1.0,1071,Complete guide to create and/or update applications to the new Firebase version released by Google in 2016 Google I/O,Firebase,3258
Full Stack Development with React and Node Js,4.535406,48,26,2022-08-13,35.0,7109,"Step by Step Restful API development with Node JS, Express, Sequelize ORM, UUID, MySql, React JS and Bootstrap.",React,993
SciKit-Learn in Python for Machine Learning Engineers,3.9405262,48,72,2018-03-04,2.0,371,The Fourth Course in a Series for Mastering Python for Machine Learning Engineers,"Python, Machine Learning",2616
Fullstack GoLang React Insanity Volume 1,4.0364075,48,153,2020-05-10,29.0,11978,Ubuntu 19.x Servers React Hooks frontend & GoLang REST / WebSockets Backend with new mongo-go-driver,React,1818
Pytest : Python 3 Unit Testing Tutorial For Beginners,4.2202,48,11,2019-01-03,2.0,885,pytest: helps you write better programs,Python,2311
"Data Analysis on AWS- Glue, Athena, Quicksight",4.2460537,48,21,2023-01-05,15.0,3167,"Learn to create Glue Crawler, run SQL queries in Athena and create Visualization Charts using AWS Quicksight",AWS,848
Master CI/CD for Xamarin,4.7916775,48,51,2021-08-30,85.0,480,Learn Continuous Integration and Continuous Deployment / Delivery to  increase your employability in 2019 and beyond!,CI/CD,1341
HTML and CSS for Beginning Web Developers,4.0751796,48,71,2020-08-05,9.0,1681,HTML and CSS are like peanut butter and jelly for web designers and developers. Get started with the basics today. ,"HTML, CSS",1731
Ruby For Beginners: Learn to Code with Ruby from Scratch,4.5105596,48,68,2023-02-01,6.0,258,"Learn Ruby Programming by doing. While teaching you Ruby, my course will smooth the way for learning Ruby on Rails",Ruby,821
Python Django: Build an E-commerce Store - 2023,4.685686,48,161,2023-02-07,175.0,3188,Build an E-commerce Store with Django | Hands-on demonstrations | Deploy a Django Web Application,"Python, Django",815
Linux Bash Scripting for Beginners: Write Your Own Scripts,3.5422342,48,32,2016-05-28,25.0,1526,"Make your work easier, understand bash scripts written by others and build your own from scratch","Bash, Linux",3261
Android Monetisation AdMob & in-app billing with Kotlin,3.9432402,48,48,2022-12-21,65.0,390,"Monetise your apps using AdMob ads, Video Ads, Paid apps, In app purchases, Subscriptions and more",Kotlin,863
Create An App For Your Business in Swift ,4.66417,48,79,2016-10-24,115.0,474,A complete guide to creating your very own application for your company or business in Swift ,Swift,3112
"SQL Learn SQL 101, 202 and 303 all in 1 Course. 10X Learning",4.56034,48,24,2015-05-31,2.0,2605,Microsoft SQL is one of the most used enterprise databases.  In this course I break down how to become a database expert,SQL,3624
Node.js API - making it shine!,4.121691,48,89,2022-05-15,85.0,430,Clean architecture Node.js + Express.js + MongoDB Bootcamp,Node.js,1083
Angular 8 and 9 - Elements,4.112519,47,63,2020-02-27,5.0,277,Learn how to create Angular 9 Element and use it in non-angular applications,Angular,1891
Supervised Machine Learning for beginners,3.9777281,47,23,2019-07-18,5.0,174,"kick start your machine learning journey with supervised learning for beginners, python, jupyter and scikit-learn!",Machine Learning,2115
Intro to Ansible,4.2858257,47,33,2019-04-26,14.0,331,Agentless infrastructure management and planning,Ansible,2198
2D Game Development : Build 7 Android iOS 2D Games using C#,3.2002058,47,42,2020-05-06,18.0,18091,Learn 2D Game Development by Building 7 Android And IOS  2D Game Using Unity C# Game Mechanics & Game Physics.,C#,1822
Learn Java From Scratch,3.971983,47,43,2020-08-09,75.0,707,Introductory Java taught in a concise and easy to understand manner.,Java,1727
Vue 3 and Django: A Practical Guide with Docker,3.4844437,47,69,2020-11-20,6.0,290,"Django 3.1, Vue 3, Docker, Typescript, Vuex, Authentication and Authorisation, Upload Images, Export CSV, c3.js","Django, Docker",1624
Launch a LAMP Stack and Install WordPress on AWS,4.1491194,47,12,2019-08-05,1.0,4517,"Learn how to launch a LAMP stack on an AWS EC2 server, install Apache, MySQL, PHP, WordPress and configure SSL","AWS, WordPress",2097
"AI, Basic Statistics, Basic Python, Basic R, ML (Overview)",3.5421357,47,93,2022-02-13,9.0,220,Learn AI world from AI professional,Python,1174
Python+SQL+Oracle and Endless Possibilities,4.112121,47,64,2022-02-20,65.0,399,Develop Python application on Oracle Database,"Python, SQL",1167
Intro To Ruby For Game Development,4.190882,47,55,2021-11-22,35.0,2033,Game Development With Ruby Gosu,Ruby,1257
Laravel 2021 -  how build API Microservices for Laravel,4.1611447,47,16,2018-03-12,15.0,2411,Microservices are the modern way to build websites. Learn to build and test API microservices with Laravel 5.5 and 5.6,Laravel,2608
Practical CSS Grid: Learn Grid Layout in under 2 hours!,4.595996,47,12,2019-08-15,2.0,247,Learn CSS Grid via practical examples using design patterns you know with new and game-changing tweaks,CSS,2087
MASTER Kubernetes with AWS Elastic Kubernetes Services (EKS),3.9771826,47,22,2022-11-23,15.0,5832,"Learn to manage docker containers using AWS EKS (Elastic Kubernetes Services). Learn fundamentals of Kubernetes, AWS EKS","Kubernetes, AWS",891
Beginner's ES6 Programming. Code for the Web in JavaScript!,4.424941,47,198,2019-06-12,225.0,424,A Beginner's Guide to ES6 Programming for Aspiring Web Developers & Entrepreneurs. Learn to Code in JavaScript.,JavaScript,2151
Go Java Full Stack With Spring Boot and Vue JS (Inc. Vuex),4.418808,47,108,2021-12-12,10.0,304,"Heroku Cloud Deployment, PostgreSQL, Lombok, Maven, Vue-Router, Vuex, Hibernate, Full Stack Web Development","Java, Go, Spring Boot",1237
PHP CodeIgniter for Absolute Beginners,4.1442266,47,35,2018-12-03,6.0,2681,Master the MVC Code Igniter framework from scratch,PHP,2342
DYDX Pairs Trading Bot Build in Python Running in the Cloud,4.901029,48,56,2023-01-04,75.0,2153,Develop an advanced decentralised trading bot which runs on AWS and sends private messages to your Telegram account,Python,849
Python Data Analysis and Data Science Essentials.,4.3897896,47,69,2022-11-09,6.0,1145,"Learn complete Pandas, Numpy,  Random, Seaborn, SciPy, Matplotlib for Machine Learning and Data Science","Python, Data Science",905
Build a Database driven Application with Python and MySQL,4.2469397,47,24,2021-06-11,2.0,4958,Learn how to create a  CRUD Application using Python and MySQL Database Server,"Python, MySQL",1421
PHP with MySQL 2023: Build a Complete Job Portal,4.4999504,47,58,2022-11-03,125.0,35145,Build Amazing Job Board with Complete Admin Panel in PHP MySQL Bootstrap and PDO,"PHP, MySQL",911
Learn Python Programming Masterclass,4.4604926,47,171,2021-04-15,14.0,473,Python Practical Training For Beginners 2021: Go From Basics To Advanced By Developing 6 Real Python Projects,Python,1478
"Master Fullstack - React, Fastify Node.js, Postgresql & TDD",4.2126207,47,107,2022-05-13,195.0,575,"Build Your First Full Stack Application With React, NodeJS & Postgresql. Learn How To Do TDD With NodeJS and React","React, Node.js, PostgreSQL",1085
How To Make A Membership Website With WordPress,3.957318,47,11,2019-12-02,1.0,5131,Do You want to create your own membership website with WordPress? I will show you how with NO EXPERIENCE!,WordPress,1978
Endless Worlds with Swift and Sprite Kit,4.46457,47,33,2017-01-11,65.0,523,"Create limitless levels in a variety of projects, such as RPG's, endless runners, platform games, Frogger games, & more!",Swift,3033
Linux Shell Course for Beginners,4.575805,47,12,2016-04-20,1.0,1597,"This course is teaches the basics of using the linux shell, and is intended as a first course in using the terminal.",Linux,3299
React JS: React with Modern Hooks and Context,4.4682026,47,96,2023-02-01,11.0,872,Learn modern React Hooks and Context with my React Hooks and Context course and leverage your web development skills,React,821
React and Django: A Practical Guide with Docker,3.9425213,47,73,2020-11-20,7.0,374,"Django 3.1, React Typescript, Redux, Docker, Authentication and Authorisation, Upload Images, Export CSV Files, c3.js","React, Django, Docker",1624
React JS and Python Django Full Stack Master Course,2.9923697,47,95,2021-08-03,5.0,10716,learn to create a full stack web application from scratch using Python Django and React JS.,"Python, React, Django",1368
Essential SQL Server Administration Tips (Hands-On Guides),3.7760549,47,89,2022-11-02,7.0,414,"Learn essential tips and techniques for efficient SQL Server database administration (performance, security and more)",SQL,912
Python Masterclass| Basic to OOP Programming with Anaconda,3.6259,47,49,2021-06-25,35.0,1666,Go From Beginner to Expert Programmer in this Python Masterclass! Learn the Basics to OOP!,Python,1407
Advanced Java Using Eclipse IDE: Learn JavaFX & Databases,3.6245506,47,31,2018-04-25,7.0,5782,"Learn by doing - Advanced Java Using Eclipse IDE: Learn JavaFX, Databases, Multi Threading, Exception Handling, and more",Java,2564
Master Data Visualization with Python and Matplotlib 3,3.362489,47,109,2019-04-24,9.0,203,Become a data visualizations expert with Python and Matplotlib 3 by learning effective data visualization recipes.,Python,2200
Indexes and the Microsoft SQL Server,4.557969,47,21,2020-03-23,15.0,322,Speed up your sql queries with a jetpack.,SQL,1866
Python OpenCV Based GUI Application Development using PyQt5,4.4656515,47,14,2019-03-15,25.0,201,Create stunning professional looking image processing Python OpenCV GUI application easily.,Python,2240
Git for Beginners,4.631289,47,43,2022-12-15,25.0,47217,Learn everything you need to use Git and GitHub to track and store the changes of your source code.,Git,869
Regression Analysis in R for Data Science: from Zero to Hero,3.8484652,47,49,2022-11-11,45.0,9588,"Learn Complete Hands-On Regression Analysis in R for Machine Learning, Statistical Analysis, Data Science, Deep Learning",Data Science,903
Docker and Containers Essentials,4.6057115,47,42,2019-08-25,3.0,1964,Containerise Your Applications For The Cloud,Docker,2077
Thinking Functionally in Swift,4.2546163,46,23,2015-10-20,2.0,2173,"Understand functional programming in swift and write your own versions map, filter methods in Swift!",Swift,3482
Python Training for Beginners - Learn Python with Exercises,4.354002,46,19,2016-07-22,15.0,1076,Learn the Python Fundamentals in This Python Training,Python,3206
Create a social network using PHP Mysqli HTML Css and JQuery,3.4197376,46,27,2017-04-29,6.0,1617,Learn how to make a complete professional social networking website with all features like facebook,"PHP, HTML, CSS",2925
"Full-Stack app with Angular 12, Python Django & PostgreSQL",3.5160618,46,19,2021-07-29,1.0,13525,"learn to create a full stack web application from scratch using Angular 12, Python Django and PostgreSQL","Python, Angular, Django, PostgreSQL",1373
Tailwind CSS 3 | Learn By Building Multiple Projects A-Z,4.748906,46,128,2022-11-06,195.0,949,In this course you learn A-Z Tailwind CSS 3  Basic Fundamental Then Build one Blog Project and Ecommerce Project.,CSS,908
Get Started With Google Maps Javascript API v3. New UI!,4.3286004,46,32,2016-01-14,15.0,282,Learn the basics of the Google Maps Javascript API!,JavaScript,3396
Go Full Stack With Spring Cloud Microservices and Angular,4.106835,46,114,2021-12-12,95.0,407,"Spring Boot, Spring Cloud, Angular, Eureka Discovery Client & Server, PostgreSQL, MySQL, H2-Database, Lombok, Router","Go, Angular",1237
Comprehensive Data visualization with Matplotlib in Python,3.99511,46,36,2021-11-05,45.0,3140,From beginner to expert in Data Visualization using Matplotlib in Python | Data visualization in Python,Python,1274
Learn  to Code with C# by  Creating  7 Complete Apps .,3.774257,46,44,2021-06-14,4.0,6495,Create 7 Apps from scratch using C# Step by Step.,C#,1418
GraphQL: Learn Basic GraphQL with Node JS and MongoDB,3.212358,46,21,2021-09-12,2.0,16948,"Learn GraphQL API with Apollo Server in Node.js, Express, and MongoDB","MongoDB, GraphQL",1328
Learn MongoDB from scratch: Absolute beginner's introduction,4.1388917,46,41,2021-06-08,35.0,2494,MongoDB is a NoSQL Database. This bginner's course will teach you the basics.,MongoDB,1424
Kaggle Masterclass - build a Machine Learning Portfolio,3.5642226,46,61,2021-04-11,35.0,9533,"Become a Kaggle Grandmaster. Build a Portfolio of Machine Learning Projects, and take your Career to the Next Level.",Machine Learning,1482
Learn SQL using PostgreSQL  Server  - Beginner to Expert,4.584856,47,85,2021-06-09,95.0,2716,Practical Hands-on Real World SQL Skills,"SQL, PostgreSQL",1423
TDD Laravel - Lets Build Personal Budget Website,4.201607,46,26,2017-11-14,5.0,410,Learn how to apply Test Driven Development techniques & best practices into your Laravel projects,Laravel,2726
250+ Exercises - Data Science Bootcamp in Python - 2023,4.6068506,46,64,2022-08-31,37.0,38746,Unlock the World of Data Science in Python with 250+ Engaging Exercises - Master the Art of Data Science!,"Python, Data Science",975
Swift 5 Programming for Beginners | Quickly Learn the Basics,3.9939628,46,18,2022-10-30,3.0,184,Learn Swift 5 Programming | Then You Can Code Your Own iOS 16 Apps | Build Your Dream App by Learning Swift First,Swift,915
Be Aware of Data Science,4.6559334,46,59,2022-01-04,6.0,299,Take the first step into the world of Data Science with Data Science experts.,Data Science,1214
How To Make A Real Estate Website With WordPress,3.310182,46,12,2019-12-02,15.0,4159,Do You want to create your own real estate website with WordPress? I will show you how with NO EXPERIENCE!,WordPress,1978
"Docker for Developers, Dockerize React, Node, Mongo and more",4.215095,46,86,2020-11-08,7.0,364,"Master the art of Dockerize images and never install unnecessary software again. Use docker w/ React, Node, Mongo & more","React, Docker",1636
Learn Ruby on Rails 7,3.4073362,46,85,2022-11-15,45.0,4541,Build five different web applications in the latest and  most powerful version of Rails yet!,"Ruby, Ruby on Rails",899
Learn C++ From Interview Questions,4.180889,46,121,2021-07-08,8.0,418,C++,C++,1394
Complete beginners introduction to SQL,4.4602165,46,41,2021-06-08,45.0,2004,Learn the basics of SQL in practical hands -on steps,SQL,1424
Learn MariaDB SQL for beginners from scratch,4.4232855,46,42,2021-06-09,4.0,2739,Practical Hands -on SQL with MariaDB,SQL,1423
Data Science Statistics A-Z : Python,4.399427,46,103,2019-02-22,14.0,277,Master Data Science skills Using Python From Beginner to Super Advance Level including real time project,"Python, Data Science",2261
"AWS Storage- S3, Glacier, EFS, EBS, Storage Gateway",3.347127,46,15,2022-05-31,1.0,984,master all Storage services on Amazon Cloud,AWS,1067
Data Science and Analytics with AWS Quicksight and Power BI,4.052821,46,23,2022-11-09,2.0,5439,Learn to create Power BI Visualization Charts and Reports | Data Preparation | Finding Insights from Data in Quicksight,"AWS, Data Science",905
"Learn SQL, PHP-PDO, JavaScript and Bootstrap for web apps",4.2246056,46,96,2016-01-22,75.0,792,"Course to master SQL, JavaScript, twitter bootstrap and PHP to create powerful web applications. Better than on youtube","JavaScript, PHP, SQL",3388
"Create a Social Media, Community Website in WordPress",4.758298,46,22,2021-01-12,3.0,11319,"Learn to create a professional social media , community website using Premium Plugins and themes provided for free",WordPress,1571
Oracle SQL - A Complete Developer's Guide (2023),4.716363,46,64,2022-12-30,11.0,501,"Certification Course for OCA (1Z0-071) | SQL Bootcamp for Database Developer, ETL Developer and Data Scientist !!",SQL,854
"Full Stack Web Development with React,React Native,Bootstrap",4.7208514,46,232,2023-02-01,28.0,390,"Full Stack Developer skills. HTML CSS Javascript, Bootstrap, React JS, React Native to Learn Full Stack Web Development","React, Web Development",821
"Full-Stack app with Angular 12, Python Django and Mongo DB",3.5185087,46,19,2021-07-29,1.0,11996,"learn to create a full stack web application from scratch using Angular 12, Python Django and Mongo DB","Python, Angular, Django",1373
SQL Bootcamp - Hands-On Exercises - SQLite - Part II - 2023,4.35408,46,298,2022-08-31,25.0,44393,Advance Your SQL Skills with Hands-On Exercises - Master DDL and DML for Effective Data Management and Manipulation!,"SQL, SQLite",975
AWS Sagemaker 2018- Fully Managed Machine Learning Service,2.8861306,46,35,2018-05-09,4.0,1313,"Through this Course, data scientists and developers can quickly & easily build and train machine learning models &deploy","AWS, Machine Learning",2550
MERN STACK NODE API REACT E-Commerce with 116 How-To's,4.6436796,46,159,2023-01-27,225.0,1251,Build React E-commerce with NodeJs and MongoDB API with Payment Integration and 116 how-to solutions along the  way,React,826
Multithreading in Modern C++ | C++11 | C++14 | C++17| C++20,4.542544,46,54,2022-08-08,9.0,7090,C++ Multithreading - Concurrency Parallel Programming - Ultimate Coding Interview Bootcamp -C++11 | C++14 | C++17| C++20,C++,998
Go Full Stack With Spring Cloud Microservices and React JS,3.760711,46,115,2021-12-13,9.0,404,"Spring Boot, Spring Cloud, React JS, Eureka Discovery Client & Server, PostgreSQL, MySQL, H2-Database, Lombok, Router","Go, React",1236
Hands-On Django 2,4.523189,46,46,2019-10-27,5.0,6150,"Create Secure Modern Websites with Django 2, Python 3, and Anaconda",Django,2014
"Tailwind CSS projects: 2 TailwindCSS projects (Instagram,..)",4.733161,46,12,2022-04-04,4.0,2914,Tailwind CSS projects. Build Instagram and Tesla Clones using Tailwind CSS 3.0. Real Tailwind project for your portfolio,CSS,1124
Codename One 101 - Write Native Mobile Apps In Java,3.4511702,46,45,2017-07-03,6.0,562,"Build native applications in Java for all mobile devices (iPhone/iPad, Android, Blackberry, etc.) using Codename One",Java,2860
Complete C# programming Fundamentals With Example Projects,4.136502,46,122,2022-11-07,125.0,10908,Master fundamentals of C# programming from beginner to advance. Build your C# programming skill with sample projects,C#,907
MongoDB - The Beginners Bootcamp,3.4209955,45,51,2020-01-23,7.0,2668,"An Introduction to MongoDB. Learn the Foundations by CREATING a DATABASE, COLLECTION and WRITING QUERIES",MongoDB,1926
Mastery in Java Web Services in less than 3 hours !,3.850144,45,19,2018-12-10,25.0,13197,Learn how to create a RESTful web service in Springboot and Jersey with CRUD operations on it with Postman testing.,Java,2335
Complete Beginner to JavaScript Developer,2.8292913,45,50,2015-11-16,14.0,634,Compiling all the web development essentials this course transforms the new kid on the block to a JavaScript heavyweight,JavaScript,3455
"React, Next.js and Laravel: A Rapid Guide - Advanced",4.548415,45,76,2021-04-05,8.0,376,"React with Typescript, Next.js, Redux, Material UI, Laravel 8, Laravel Sanctum, Docker, Redis, Stripe","React, Next.js, Laravel",1488
Learn By Example: PHP For Dynamic Websites,3.6181138,45,77,2018-02-23,13.0,2750,"Super-practical PHP: cookies, sessions, login authentication, MySQL integration, Object Oriented PHP and lots more!",PHP,2625
VueJS and NodeJS: A Practical Guide with Typescript,3.8883882,45,63,2021-11-22,65.0,244,"NodeJS with Typescript, Vue 3 Composition API, Vuex, MySQL, TypeORM, Upload Images, Export CSV",TypeScript,1257
Start to use GitHub pull requests like a master,4.132796,45,86,2019-09-18,4.0,22670,Pull Requests In-Depth Part 2,GitHub,2053
WordPress Plugin Masterclass With Ajax and  Shortcode - 2022,3.8048127,45,25,2022-06-10,65.0,4530,"All you need to become a PRO in WordPress Plugins Development Building Custom Plugins with Ajax, JSON, Shortcode &amp; Theme",WordPress,1057
Fullstack Node.js and Express Bootcamp with Real Projects,4.131531,45,144,2020-02-08,21.0,290,"Learn How To Build an E-commerce app Using Node, Express, Sequelize, Nunjucks, HTML, CSS, Bootstrap, JavaScript",Node.js,1910
Porto Visual Composer CSS Woocommerce Zero to Hero  2020,4.715811,45,15,2021-08-31,105.0,20196,Porto Visual Composer Advanced CSS Woocommerce and Visual composer  Custom field Custom post types,CSS,1340
Azure simplified! Learn what Microsoft Azure is all about!,4.522762,45,31,2018-04-25,15.0,310,Get started with Microsoft Azure and practice building applications on the cloud and learn about the services provided.,Azure,2564
Python Programmer's Ultimate Guide | Zero to Hero,4.896041,45,173,2023-01-31,33.0,2007,"Python Tutorial with real world use cases, exercises / assignments, interview questions, OOP | 20 Exercises | Bootcamp",Python,822
Login & Registration with PHP MYSQL and Bootstrap4,4.419125,45,22,2020-08-27,1.0,4052,Login Registration Email verification Authentication system Forgot-Reset password Profile Management PHP MySQL Bootstrap,"PHP, MySQL",1709
Write Html & Css  5 Times Faster With Vs Code & Emmet 2023,4.931437,45,21,2022-12-15,45.0,21479,Learn To Write Code Faster Using Visual Studio Code And Emmet + Extensions + Visual studio Code Shortcuts in 2023,"HTML, CSS",869
Data Science Methodology in Action using Dataiku,4.639903,45,38,2022-11-15,4.0,375,Gain hands-on experience in building a Data Driven AI engagement using Dataiku,Data Science,899
Mastering AWS: Featuring SQS,4.104263,45,38,2018-07-13,3.0,298,"An AWS SQS course that is easy to understand, produces real results, and covers the basics",AWS,2485
"Use Laravel to Create a SPA with Vue, Inertia, and Tailwind",3.735114,45,32,2022-11-20,45.0,356,"Create a Single Page Application for your portfolio using the best CSS, JavaScript and PHP frameworks and libraries.",Laravel,894
The Supervised Machine Learning Bootcamp,4.5024076,45,83,2022-09-01,6.0,5064,"Data Science, Python, sk learn, Decision Trees, Random Forests, KNNs, Ridge Lasso Regression, SVMs",Machine Learning,974
C# Tutorial for Complete Beginners from Scratch,3.5340466,45,48,2015-04-17,7.0,1246,"If you’re ready to buckle down and learn C# programming, here’s where you should start.",C#,3668
"2D Animation with CSS Animations - Complete course, project",4.226535,45,45,2021-11-16,5.0,744,"Create 2D Animation with CSS animations (CSS3 methods), interactive examples & projects - hands-on beginner training",CSS,1263
Programming for Kids and Beginners: Learn to Code in Python,3.8122098,45,55,2022-08-18,3.0,11029,"Now with Python: learn to program, create games, Coding for kids Python code! For kids, beginners, parents and teachers!",Python,988
"Java 17, Java 11, Advanced Java 8 (1Z0-829,1Z0-819,1Z0-809)",4.7253485,45,129,2023-01-27,15.0,16745,"Master the latest topics; get Oracle OCP Certification (1Z0-830, 829, 819, 809) and code a Spring Boot application",Java,826
React Beginner Challenges - 25 Debugging Exercises,4.0125027,45,46,2021-01-20,55.0,606,"Never get stuck on bugs again! Master debugging and 25 scenarios with React, Redux, Material-UI, React-Select and more!",React,1563
Java EE Development with NetBeans 7,4.2396717,45,28,2021-01-12,35.0,244,Develop professional enterprise Java EE applications by taking advantage of the time-saving features of the NetBeans 7,Java,1571
Jitsi Meet API - Integrate with PHP CodeIgniter Quickly 2022,3.7617352,45,38,2022-02-28,35.0,222,This is the only course on this platform where jitsi video conference API is fully integrated to the school management,PHP,1159
Building A Malicious Program Using Java (Ethical Hacking),3.310523,45,29,2022-11-04,3.0,6639,Build an Advanced malicious program (spy virus) for windows and linux platform using java [with arabic caption],Java,910
Certified SQL Developer - Practice Tests - 2023,4.3194013,45,0,2022-09-17,200.0,34843,Master SQL Development - Ace the Certification Exam and Stand Out as a Certified SQL Developer!,SQL,958
Go Full Stack JWT Authorization With Spring Boot and Angular,3.602646,45,71,2022-02-12,65.0,313,"JWT Authorization and Authentication, Java, Json Web Token, Access Token vs refresh Token, MySQL, Hibernate, Maven","Go, Angular, Spring Boot",1175
Learn Python For Data Science W/ Search & Recommender Algos!,4.0466633,44,31,2018-03-02,45.0,5387,"Practice hands-on text mining with no prior coding skills!  Learn basic keyword extraction, search, and recommendation.","Python, Data Science",2618
Typescript Async/Await in Node JS with testing,3.3604443,44,21,2016-04-07,3.0,761,Learn new async programming with Typescript and easy integration testing with mocha and Express Integration,TypeScript,3312
AWS MasterClass: Go Serverless with AWS Lambda & AWS Aurora,4.3091674,44,46,2019-04-02,55.0,2359,Learn About Amazon's Serverless Platform With AWS Labmda And AWS Aurora. Implement Multi-Tier Cloud Native Apps,"Go, AWS",2222
WordPress Plugin Development 2021 and Proversion for selling,3.9496748,44,35,2022-11-20,55.0,13460,Applying it to the “Official Plugin Directory” and promote your plugin,WordPress,894
Build mobile apps with React Native: From ZERO to EXPERT,4.547546,44,91,2022-10-21,10.0,2916,All the knowledge you need to build enterprise mobile apps from scratch with all the high demanded features & more.,React,924
SignalR on .NET 5: everything you need to know,4.037754,44,50,2021-02-02,15.0,973,Enabling two-way real-time communication between the client and the server on ASP.NET Core 5,.NET,1550
Learning AWS Lambda,3.3898244,44,23,2017-04-25,3.0,336,Discover techniques and tools for building serverless applications with AWS Lambda,AWS,2929
Developing a Full-Stack App : Spring Boot + JPA + Thymeleaf,4.4715567,44,135,2023-01-31,155.0,1924,"Mastering Spring and Spring Boot + Developing Role-Based Full-Stack App (JPA, Thymeleaf, Testing, Security, MySql)",Spring Boot,822
Learn Python From Basic to Advance.,3.9933314,44,62,2015-12-07,45.0,812,Learn Python Programming from basic to expert level in easy steps.,Python,3434
"iOS Maze Games with Swift, Sprite Kit and Designed in Tiled",4.2270865,44,44,2017-01-11,75.0,943,"Learn how to program a Universal iOS game from scratch using Swift, Sprite Kit and design levels with Tiled or Xcode 6",Swift,3033
LEARNING PATH: Elixir: Web Development with Elixir,3.9116528,44,37,2018-02-20,35.0,280,Explore the Elixir programming concepts for building maintainable applications,Web Development,2628
The Full Stack Web Development 2023: Bootcamp,4.5003543,44,201,2022-08-17,19.0,10002,"Become a full-stack Web developer confidently on HTML, CSS, Bootstrap, JS, jQuery, WordPress, PHP, MySQL, Python more",Web Development,989
Master Tailwind CSS: Build 2 Advanced Projects,4.331698,44,23,2022-03-30,35.0,8242,Master the latest Tailwind CSS v.3 with project based approach and learn to convert Figma design to Tailwind CSS website,CSS,1129
Learn Analytics with AWS Kinesis,1.7675462,44,7,2018-11-20,1.0,636,Kinesis Video Streams | Kinesis Data Streams | Amazon Kinesis Firehose | Amazon Kinesis Analytics,AWS,2355
"Vue.js 2: Zero to Hero, Vuex Store, Vue CLI 3-Complete Guide",4.4338884,44,62,2020-02-01,5.0,174,"Learn Vue.js 2 from scratch with Vuex State management and Build Awesome, Fast, Real World Application with Vue.js",Vue.js,1917
Kubernetes on AWS: Step-By-Step Tutorial for Deployment,4.1550283,44,43,2018-07-23,35.0,326,"Learn how to deploy, manage, and scale containerized applications using Kubernetes on AWS","Kubernetes, AWS",2475
Design Patterns with C++,3.270681,44,30,2018-12-09,25.0,3918,Software Design Patterns in theory with implementations using C++,C++,2336
AJAX using JavaScript Libraries jQuery and Axios,4.0460434,44,27,2021-11-11,15.0,3520,Learn how to make AJAX requests from the most popular JavaScript libraries including jQuery and Axios,JavaScript,1268
Java Script for Beginners,4.4545736,44,11,2015-04-25,44.0,1340,This course will teach students the fundamentals of JavaScript (JS). Learn to write powerful web programs using JS.,Java,3660
PHP User Registration Form with MySQL | Create Sign up form,3.7059698,44,5,2020-04-26,1.0,3553,Build Responsive PHP User Registration Form with PHP and MySQL From Scratch,"PHP, MySQL",1832
The Complete WSL 2 Course for Web Development & Hacking,4.749278,44,65,2022-08-10,6.0,534,Become a better Web Developer & Hacker by utilizing the best tools available today and make your terminal look awesome!,Web Development,996
Java for Beginners: Your Easy Guide to Java Programming,4.570406,44,147,2022-07-25,65.0,1510,You can learn Java Programming Quickly & Easily with this Java for Beginners Course. Start Your Java Career Here!,Java,1012
Make predictions with Python machine learning for apps,3.8924348,44,122,2018-05-28,175.0,569,Leverage TensorFlow models to build & improve apps! Use Google's deep learning framework w/ Java & AI. Beginner-friendly,"Python, Machine Learning",2531
Python Searching & Sorting Algorithms - A Practical Approach,4.52507,44,124,2022-07-19,7.0,715,Implement searching and sorting Algorithms in Python and learn how they work through engaging animations and projects.,Python,1018
Complete JavaScript Full Stack Course 2022 From A - Z,4.265617,44,302,2022-11-06,38.0,486,The Complete JavaScript Course for Everyone! Become Master in JavaScript By Building More Then 10 Real Life Projects.,JavaScript,908
React Native for Mobile Developers,3.700862,44,11,2016-07-02,25.0,1495,Crash course on how to develop hybrid mobile apps with React Native with no prior web technology experience,React,3226
Build your first app with React Native,4.0676312,44,43,2018-10-01,45.0,1257,Get started right away with React Native - Start building native apps for iOS & Android today!,React,2405
Image Manipulation with Python and Pillow,4.431302,43,20,2018-06-30,1.0,826,Learn how to edit images programmatically,Python,2498
Python for beginners: Learn in an hour,4.4378138,43,26,2015-12-03,1.0,1115,Learn python programming in just an hour through easy-to-follow lectures and simple examples.,Python,3438
Using JSON In Unreal Engine 4 - C++,4.5800247,43,11,2020-01-11,15.0,338,"This video series will explore how to utilise Json in your Unreal projects, and show how to read/write json to disc",C++,1938
Centralized Logging and Monitoring with Kubernetes,3.3681238,43,15,2020-06-12,1.0,249,Hands-on guide to logging and monitoring containers at scale,Kubernetes,1785
Learning PHP Data Objects PDO,4.425599,43,28,2020-07-12,25.0,199,PDO: The Powerful and secure way to access database. Learn how to Shift from MYSql & MySQLi syntax to PHP data objects.,PHP,1755
Learn and Master Git & Github from zero to Hero,3.8355942,43,54,2019-09-15,4.0,5177,Master git & github from scratch,"Git, GitHub",2056
